23__pose1 	-6982.280636170484
23__pose2 	-6980.57929240118
26__pose1 	-7012.360979597606
26__pose2 	-7009.750739276673
27__pose1 	-6991.136508700644
28__pose1 	-6993.740459651524
28__pose2 	-6994.124088794998
29__pose1 	-7146.9213485736445
29__pose2 	-7151.67095112092
30__pose1 	-6999.060858197589
30__pose2 	-7001.026695973492
31__pose1 	-7153.744743019885
31__pose2 	-7154.9390545640845
32__pose1 	-6997.181958107615
33__pose1 	-7004.537891378788
34__pose1 	-7155.859988673746
35__pose1 	-7014.231249572587
35__pose2 	-7013.369885513862
36__pose1 	-7016.601453851468
36__pose2 	-7016.633832773267
37__pose1 	-7023.697942384982
38__pose1 	-6966.185006614259
38__pose2 	-6967.061837335393
39__pose1 	-6962.683754547642
40__pose1 	-6998.629090957878
40__pose2 	-6988.391306798039
41__pose1 	-6983.156581089208
41__pose2 	-6997.53315374036
42__pose1 	-6982.600533306446
42__pose2 	-6978.609216175858
43__pose1 	-6980.987033768191
43__pose2 	-6981.958544352141
44__pose1 	-6997.63146695449
44__pose2 	-6991.918152073666
45__pose1 	-7008.49379097156
45__pose2 	-7005.643408510172
46__pose1 	-7004.149183674716
46__pose2 	-7004.1356217170805
47__pose1 	-6970.915242776353
47__pose2 	-6971.697716759553
48__pose1 	-6978.185100162186
48__pose2 	-6979.60839606492
49__pose1 	-7026.648832896407
49__pose2 	-7025.908340178642
50__pose1 	-7035.642566824599
51__pose1 	-6994.150774432915
51__pose2 	-6987.558997925075
52__pose1 	-7029.568283620484
52__pose2 	-7029.353390134311
53__pose1 	-7038.839166079721
54__pose1 	-6997.782097087615
54__pose2 	-6995.979676215617
56__pose1 	-7017.611126525555
57__pose1 	-6976.177828879668
57__pose2 	-6972.839372083366
58__pose1 	-7033.597055153835
60__pose1 	-7024.105208048774
61__pose1 	-7033.895972752139
62__pose1 	-6992.7365594548655
62__pose2 	-6985.294729418564
63__pose1 	-7039.926472059934
64__pose1 	-6999.050100678872
64__pose2 	-6994.6230231576155
65__pose1 	-7029.711319094458
66__pose1 	-6990.173742638155
66__pose2 	-6986.8172500271585
67__pose1 	-7053.661250725199
68__pose1 	-7024.506881390595
68__pose2 	-7021.5496813009595
