CAT-13a 	-8354.493054310617
CAT-13b 	-8358.306337469232
CAT-13c 	-8360.848189914599
CAT-13d 	-8335.818978373156
CAT-13e 	-8348.811383030632
CAT-13f 	-8366.831341009514
CAT-13g 	-8371.921022205772
CAT-13h 	-8340.9054958142
CAT-13i 	-8341.61198866748
CAT-13j 	-8317.631590382622
CAT-13k 	-8322.848880578404
CAT-13m 	-8310.520205762296
CAT-13n 	-8302.760410016639
CAT-13o 	-8303.366968091197
CAT-17a 	-8348.749893088767
CAT-17b 	-8369.216590230566
CAT-17c 	-8293.169685859039
CAT-17d 	-8313.043726300093
CAT-17e 	-8354.071328691323
CAT-17f 	-8282.908794942878
CAT-17g 	-8359.275957516058
CAT-17h 	-8324.536071680726
CAT-17i 	-8323.084622769253
CAT-24 	-8271.319510046087
CAT-4a 	-8317.994332234079
CAT-4b 	-8360.985911654849
CAT-4c 	-8344.534504190386
CAT-4d 	-8362.40016500046
CAT-4i 	-8311.448966312377
CAT-4j 	-8307.138951730194
CAT-4k 	-8304.447615947258
CAT-4l 	-8297.743341769263
CAT-4m 	-8315.138750562313
CAT-4n 	-8277.647647496866
CAT-4o 	-8350.827868765988
CAT-4p 	-8318.739665266756
