2aa 	-31.215772066778886
2bb 	-16.721800130416554
2c 	-24.1663721476451
2ee 	-19.966090815054315
2e 	-23.002366335044798
2ff 	-28.279368766676242
2f 	-21.19711988942251
2gg 	-19.714905892768364
2g 	-23.464557047388524
2h 	-24.82884422361925
2i 	-26.53062298444214
2j 	-24.82455455637531
2k 	-23.084723916334784
2l 	-27.53532794623991
2m 	-19.28406556505622
2n 	-22.18287147396493
2o 	-7.818304520992788
2p 	-8.810108635417208
2q 	-20.05605570918665
2r 	-24.566974908669415
2s 	-25.3027197844576
2t 	-27.238850194284236
2u 	-18.42871441141126
2v 	-20.04217775692066
2x 	-22.98163456048285
2y 	-23.26755716841593
2z 	-24.076081044584623
3fln 	-23.113076698677077
3flq 	-14.799908544768776
3flw 	-24.792291040001416
3fly 	-23.209115492387056
3flz 	-23.17044430996063
3fmh 	-19.07518727687182
3fmk 	-20.633819133676642
